sno,district_code,district_name,district_census_2011,district_census_2001,subdistrict_code,subdistrict_name,subdistrict_census_2011,subdistrict_census_2001,lgd_village_code,village_name,village_census_2011,village_census_2001,lgd_gp_code,gp_name
18690,542,Kolar,581,19,5590,Srinivaspur,05590,7,621659,Pathagundamnatta,621659,01877100,219049.0,Dalasanur
18691,542,Kolar,581,19,5590,Srinivaspur,05590,7,621520,Pathakote,621520,01863200,219056.0,Lakshmipura
18692,542,Kolar,581,19,5590,Srinivaspur,05590,7,621700,Pathamuthakapalli,621700,01881200,219060.0,Muttakapali
18693,542,Kolar,581,19,5590,Srinivaspur,05590,7,621479,Pathanelavanki,621479,01859100,219062.0,Nelavanki
18694,542,Kolar,581,19,5590,Srinivaspur,05590,7,621631,Pathapalli,621631,01874300,219052.0,J. Thimmasandra
18695,542,Kolar,581,19,5590,Srinivaspur,05590,7,621710,Pathapalli,621710,01882200,219068.0,Yeldur
18696,542,Kolar,581,19,5590,Srinivaspur,05590,7,621408,Pathur,621408,01852000,219069.0,Yerramvariapalli
18697,542,Kolar,581,19,5590,Srinivaspur,05590,7,621699,Payaregaripalli,621699,01881100,219060.0,Muttakapali
18698,542,Kolar,581,19,5590,Srinivaspur,05590,7,621640,Peddanachapali,621640,01875200,219052.0,J. Thimmasandra
18699,542,Kolar,581,19,5590,Srinivaspur,05590,7,621712,Peddapalli,621712,01882400,219060.0,Muttakapali
18700,542,Kolar,581,19,5590,Srinivaspur,05590,7,621410,Pedduru,621410,01852200,219055.0,Kurigepalli
18701,542,Kolar,581,19,5590,Srinivaspur,05590,7,621567,Pegalapalli,621567,01867900,219066.0,Somayajalapalli
18702,542,Kolar,581,19,5590,Srinivaspur,05590,7,621582,Pillakunte,621582,01869400,219046.0,Arikunte
18703,542,Kolar,581,19,5590,Srinivaspur,05590,7,621735,Pindiganagara,621735,01884700,219054.0,Kolathur
18704,542,Kolar,581,19,5590,Srinivaspur,05590,7,621412,Poolaguntapalli,621412,01852400,219047.0,Byraganahalli
18705,542,Kolar,581,19,5590,Srinivaspur,05590,7,621440,Pottepalli,621440,01855200,219069.0,Yerramvariapalli
18706,542,Kolar,581,19,5590,Srinivaspur,05590,7,621538,Pulugurkote,621538,01865000,219063.0,Pulagurkota
18707,542,Kolar,581,19,5590,Srinivaspur,05590,7,621559,Purnapalli,621559,01867100,219066.0,Somayajalapalli
18708,542,Kolar,581,19,5590,Srinivaspur,05590,7,621615,Raghunathapura,621615,01872700,219060.0,Muttakapali
18709,542,Kolar,581,19,5590,Srinivaspur,05590,7,621399,Raghunathapura,621399,01851100,219069.0,Yerramvariapalli
18710,542,Kolar,581,19,5590,Srinivaspur,05590,7,621539,Ragimakalapalli,621539,01865100,219063.0,Pulagurkota
18711,542,Kolar,581,19,5590,Srinivaspur,05590,7,621618,Rajagundlapalli,621618,01873000,219060.0,Muttakapali
18712,542,Kolar,581,19,5590,Srinivaspur,05590,7,621550,Rajapalli,621550,01866200,219067.0,Thadigol
18713,542,Kolar,581,19,5590,Srinivaspur,05590,7,621624,Ramapura,621624,01873600,219046.0,Arikunte
18714,542,Kolar,581,19,5590,Srinivaspur,05590,7,621713,Ramapura,621713,01882500,219060.0,Muttakapali
18715,542,Kolar,581,19,5590,Srinivaspur,05590,7,621612,Ramapura,621612,01872400,219060.0,Muttakapali
18716,542,Kolar,581,19,5590,Srinivaspur,05590,7,621434,Rayalpad,621434,01854600,219064.0,Rayalpad
18717,542,Kolar,581,19,5590,Srinivaspur,05590,7,621523,Reddimpalli,621523,01863500,219065.0,Ronur
18718,542,Kolar,581,19,5590,Srinivaspur,05590,7,621454,Reddivaripalli (G),621454,01856600,219050.0,Gownipalli
18719,542,Kolar,581,19,5590,Srinivaspur,05590,7,621395,Reddivaripalli (R),621395,01850700,219055.0,Kurigepalli
18720,542,Kolar,581,19,5590,Srinivaspur,05590,7,621597,Ronur,621597,01870900,219065.0,Ronur
18721,542,Kolar,581,19,5590,Srinivaspur,05590,7,621437,Sanakamvaripalli,621437,01854900,219069.0,Yerramvariapalli
18722,542,Kolar,581,19,5590,Srinivaspur,05590,7,621637,Sathandahalli,621637,01874900,219048.0,Chaldiganahalli
18723,542,Kolar,581,19,5590,Srinivaspur,05590,7,621517,Sathanurapalli,621517,01862900,219063.0,Pulagurkota
18724,542,Kolar,581,19,5590,Srinivaspur,05590,7,621577,Seegahalli,621577,01868900,219065.0,Ronur
18725,542,Kolar,581,19,5590,Srinivaspur,05590,7,621715,Seegehalli,621715,01882700,219068.0,Yeldur
18726,542,Kolar,581,19,5590,Srinivaspur,05590,7,621548,Seeglapalya,621548,01866000,219067.0,Thadigol
18727,542,Kolar,581,19,5590,Srinivaspur,05590,7,621722,Seethareddihalli,621722,01883400,219054.0,Kolathur
18728,542,Kolar,581,19,5590,Srinivaspur,05590,7,621634,Settihalli,621634,01874600,219061.0,Nanbihalli
18729,542,Kolar,581,19,5590,Srinivaspur,05590,7,621441,Settivaripalli,621441,01855300,219045.0,Addagal
18730,542,Kolar,581,19,5590,Srinivaspur,05590,7,621731,Sheshapura,621731,01884300,219057.0,Lakshmisagara
18731,542,Kolar,581,19,5590,Srinivaspur,05590,7,621511,Sheshapura (K.G.),621511,01862300,219056.0,Lakshmipura
18732,542,Kolar,581,19,5590,Srinivaspur,05590,7,621728,Shyagatur,621728,01884000,219057.0,Lakshmisagara
18733,542,Kolar,581,19,5590,Srinivaspur,05590,7,621636,Siddanahalli,621636,01874800,219061.0,Nanbihalli
18734,542,Kolar,581,19,5590,Srinivaspur,05590,7,621613,Somayajilapalli,621613,01872500,219066.0,Somayajalapalli
18735,542,Kolar,581,19,5590,Srinivaspur,05590,7,621477,Sonnapalli,621477,01858900,219062.0,Nelavanki
18736,542,Kolar,581,19,5590,Srinivaspur,05590,7,621645,Srinivaspur Amanikere,621645,01875700,219052.0,J. Thimmasandra
18737,542,Kolar,581,19,5590,Srinivaspur,05590,7,621642,Srinivaspur (Rural),621642,01875400,219052.0,J. Thimmasandra
18738,542,Kolar,581,19,5590,Srinivaspur,05590,7,621497,Subbagundlapalli,621497,01860900,219062.0,Nelavanki
18739,542,Kolar,581,19,5590,Srinivaspur,05590,7,621626,Sunnaguttapalli,621626,01873800,219052.0,J. Thimmasandra
18740,542,Kolar,581,19,5590,Srinivaspur,05590,7,621554,Sunnaguttapalli,621554,01866600,219065.0,Ronur
18741,542,Kolar,581,19,5590,Srinivaspur,05590,7,621489,Sunnakal,621489,01860100,219064.0,Rayalpad
18742,542,Kolar,581,19,5590,Srinivaspur,05590,7,621547,Thadigol,621547,01865900,219067.0,Thadigol
18743,542,Kolar,581,19,5590,Srinivaspur,05590,7,621422,Thamatampalli,621422,01853400,219055.0,Kurigepalli
18744,542,Kolar,581,19,5590,Srinivaspur,05590,7,621601,Thamepalli,621601,01871300,219051.0,Hodali
18745,542,Kolar,581,19,5590,Srinivaspur,05590,7,621484,Thammareddigaripalli,621484,01859600,219056.0,Lakshmipura
18746,542,Kolar,581,19,5590,Srinivaspur,05590,7,621532,Thanterlapalli,621532,01864400,219063.0,Pulagurkota
18747,542,Kolar,581,19,5590,Srinivaspur,05590,7,621675,Thernahalli,621675,01878700,219058.0,Mastenahalli
18748,542,Kolar,581,19,5590,Srinivaspur,05590,7,621460,Thimmanapalli,621460,01857200,219045.0,Addagal
18749,542,Kolar,581,19,5590,Srinivaspur,05590,7,621594,Thimmasandra (R),621594,01870600,219051.0,Hodali
18750,542,Kolar,581,19,5590,Srinivaspur,05590,7,621694,Thinnalli,621694,01880600,219051.0,Hodali
18751,542,Kolar,581,19,5590,Srinivaspur,05590,7,621485,Thoopalli,621485,01859700,219056.0,Lakshmipura
18752,542,Kolar,581,19,5590,Srinivaspur,05590,7,621442,Thorlavaripalli,621442,01855400,219045.0,Addagal
18753,542,Kolar,581,19,5590,Srinivaspur,05590,7,621446,Thummalapalli (G),621446,01855800,219053.0,Kodipalli
18754,542,Kolar,581,19,5590,Srinivaspur,05590,7,621464,Thummalavaripalli,621464,01857600,219045.0,Addagal
18755,542,Kolar,581,19,5590,Srinivaspur,05590,7,621623,Thupalli,621623,01873500,219052.0,J. Thimmasandra
18756,542,Kolar,581,19,5590,Srinivaspur,05590,7,621648,Unikili,621648,01876000,219048.0,Chaldiganahalli
18757,542,Kolar,581,19,5590,Srinivaspur,05590,7,621732,Uppakunte,621732,01884400,219054.0,Kolathur
18758,542,Kolar,581,19,5590,Srinivaspur,05590,7,621526,Upparapalli,621526,01863800,219056.0,Lakshmipura
18759,542,Kolar,581,19,5590,Srinivaspur,05590,7,621425,Upparapalli,621425,01853700,219069.0,Yerramvariapalli
18760,542,Kolar,581,19,5590,Srinivaspur,05590,7,621702,Vadigepalli .K,621702,01881400,219060.0,Muttakapali
18761,542,Kolar,581,19,5590,Srinivaspur,05590,7,621726,Vadigepalli (S),621726,01883800,219057.0,Lakshmisagara
18762,542,Kolar,581,19,5590,Srinivaspur,05590,7,621686,Valagernahalli,621686,01879800,219049.0,Dalasanur
18763,542,Kolar,581,19,5590,Srinivaspur,05590,7,621571,Valasapenta,621571,01868300,219065.0,Ronur
18764,542,Kolar,581,19,5590,Srinivaspur,05590,7,621396,Vangasavaripalli,621396,01850800,219055.0,Kurigepalli
18765,542,Kolar,581,19,5590,Srinivaspur,05590,7,621651,Varatanahalli,621651,01876300,219061.0,Nanbihalli
18766,542,Kolar,581,19,5590,Srinivaspur,05590,7,621721,Veerasandra,621721,01883300,219068.0,Yeldur
18767,542,Kolar,581,19,5590,Srinivaspur,05590,7,621609,Veerthimmanahalli,621609,01872100,219051.0,Hodali
18768,542,Kolar,581,19,5590,Srinivaspur,05590,7,621421,Vempalli,621421,01853300,219045.0,Addagal
18769,542,Kolar,581,19,5590,Srinivaspur,05590,7,621685,Venkatapura,621685,01879700,219058.0,Mastenahalli
18770,542,Kolar,581,19,5590,Srinivaspur,05590,7,621405,Vyapalahalli,621405,01851700,219059.0,Mudinadagu
18771,542,Kolar,581,19,5590,Srinivaspur,05590,7,621503,Vyshnavaripalli,621503,01861500,219067.0,Thadigol
18772,542,Kolar,581,19,5590,Srinivaspur,05590,7,621591,Yachanapalli,621591,01870300,219046.0,Arikunte
18773,542,Kolar,581,19,5590,Srinivaspur,05590,7,621419,Yadaganapalli,621419,01853100,219055.0,Kurigepalli
18774,542,Kolar,581,19,5590,Srinivaspur,05590,7,621725,Yadarur,621725,01883700,219057.0,Lakshmisagara
18775,542,Kolar,581,19,5590,Srinivaspur,05590,7,621462,Yagavachinthapalli,621462,01857400,219045.0,Addagal
18776,542,Kolar,581,19,5590,Srinivaspur,05590,7,621667,Yaluvahalli,621667,01877900,219049.0,Dalasanur
18777,542,Kolar,581,19,5590,Srinivaspur,05590,7,621653,Yaluvakunte,621653,01876500,219061.0,Nanbihalli
18778,542,Kolar,581,19,5590,Srinivaspur,05590,7,621705,Yammanuru,621705,01881700,219060.0,Muttakapali
18779,542,Kolar,581,19,5590,Srinivaspur,05590,7,621720,Yeldur,621720,01883200,219068.0,Yeldur
18780,542,Kolar,581,19,5590,Srinivaspur,05590,7,621472,Yendaguttapalli,621472,01858400,219064.0,Rayalpad
18781,542,Kolar,581,19,5590,Srinivaspur,05590,7,621424,Yeramvaripalli,621424,01853600,219069.0,Yerramvariapalli
18782,542,Kolar,581,19,5590,Srinivaspur,05590,7,621652,Y.Hosakote,621652,01876400,219061.0,Nanbihalli
18783,543,Koppal,560,07,5466,Gangawati,05466,3,601654,Achalapur,601654,00594000,219079.0,Chikkajanthakal
18784,543,Koppal,560,07,5466,Gangawati,05466,3,601651,Acharnarsapur,601651,00593700,219095.0,Marali
18785,543,Koppal,560,07,5466,Gangawati,05466,3,601596,Agoli,601596,00588200,219070.0,Agoli
18786,543,Koppal,560,07,5466,Gangawati,05466,3,601639,Anegundi,601639,00592500,219071.0,Anegundi
18787,543,Koppal,560,07,5466,Gangawati,05466,3,601620,Anjanhalli,601620,00590600,273129.0,Sanapur
18788,543,Koppal,560,07,5466,Gangawati,05466,3,601603,Arhal,601603,00588900,219105.0,Vaddarahatti
18789,543,Koppal,560,07,5466,Gangawati,05466,3,601600,Arlahalli,601600,00588600,219093.0,Kesarahatti
18790,543,Koppal,560,07,5466,Gangawati,05466,3,601655,Ayodhya,601655,00594100,219079.0,Chikkajanthakal
18791,543,Koppal,560,07,5466,Gangawati,05466,3,601604,Baglapura,601604,00589000,219105.0,Vaddarahatti
18792,543,Koppal,560,07,5466,Gangawati,05466,3,601608,Banderhal,601608,00589400,219106.0,Venkatagiri
18793,543,Koppal,560,07,5466,Gangawati,05466,3,601615,Basapattana,601615,00590100,219072.0,Basapattana
18794,543,Koppal,560,07,5466,Gangawati,05466,3,924431,Basaveshwar Camp,000000,,219078.0,Chikkadhanakanakal
18795,543,Koppal,560,07,5466,Gangawati,05466,3,601637,Basvandurg,601637,00592300,219071.0,Anegundi
18796,543,Koppal,560,07,5466,Gangawati,05466,3,601601,Battarnarsapur,601601,00588700,219093.0,Kesarahatti
18797,543,Koppal,560,07,5466,Gangawati,05466,3,601645,Batterhanchnal,601645,00593100,219085.0,Herur
18798,543,Koppal,560,07,5466,Gangawati,05466,3,601623,Chickrampur,601623,00590900,219071.0,Anegundi
18799,543,Koppal,560,07,5466,Gangawati,05466,3,601614,Chikka Benkal,601614,00590000,219077.0,Chikkabenakal
18800,543,Koppal,560,07,5466,Gangawati,05466,3,601656,Chikka Jantkal,601656,00594200,219079.0,Chikkajanthakal
18801,543,Koppal,560,07,5466,Gangawati,05466,3,601652,Danapur,601652,00593800,219081.0,Dhanapur
18802,543,Koppal,560,07,5466,Gangawati,05466,3,601605,Dasanhal,601605,00589100,219106.0,Venkatagiri
18803,543,Koppal,560,07,5466,Gangawati,05466,3,601609,Gaddi,601609,00589500,219106.0,Venkatagiri
18804,543,Koppal,560,07,5466,Gangawati,05466,3,601629,Gangawati (Rural),601629,00591500,,
18805,543,Koppal,560,07,5466,Gangawati,05466,3,601644,Gonal,601644,00593000,219085.0,Herur
18806,543,Koppal,560,07,5466,Gangawati,05466,3,601641,Guldal,601641,00592700,219084.0,Hanaval
18807,543,Koppal,560,07,5466,Gangawati,05466,3,601595,Hampasadurg,601595,00588100,219070.0,Agoli
18808,543,Koppal,560,07,5466,Gangawati,05466,3,601622,Hanmanhalli,601622,00590800,273129.0,Sanapur
18809,543,Koppal,560,07,5466,Gangawati,05466,3,601646,Hanwal,601646,00593200,219084.0,Hanaval
18810,543,Koppal,560,07,5466,Gangawati,05466,3,601650,Hebbal,601650,00593600,219081.0,Dhanapur
18811,543,Koppal,560,07,5466,Gangawati,05466,3,601643,Herur,601643,00592900,219085.0,Herur
18812,543,Koppal,560,07,5466,Gangawati,05466,3,601613,Hire Benkal,601613,00589900,219077.0,Chikkabenakal
18813,543,Koppal,560,07,5466,Gangawati,05466,3,601630,Hosalli,601630,00591600,219079.0,Chikkajanthakal
18814,543,Koppal,560,07,5466,Gangawati,05466,3,601647,Hosekera,601647,00593300,219087.0,Hosakera
18815,543,Koppal,560,07,5466,Gangawati,05466,3,601653,Jangamarkalgudi,601653,00593900,273126.0,Jangamar Kalgudi
18816,543,Koppal,560,07,5466,Gangawati,05466,3,601632,Jantkal (Kalan),601632,00591800,,
18817,543,Koppal,560,07,5466,Gangawati,05466,3,601640,Kesakihanchnal,601640,00592600,219093.0,Kesarahatti
18818,543,Koppal,560,07,5466,Gangawati,05466,3,601602,Kesarhatti,601602,00588800,219093.0,Kesarahatti
18819,543,Koppal,560,07,5466,Gangawati,05466,3,601627,Krishnapur,601627,00591300,219071.0,Anegundi
18820,543,Koppal,560,07,5466,Gangawati,05466,3,601616,Laxmipur,601616,00590200,219094.0,Mallapur
18821,543,Koppal,560,07,5466,Gangawati,05466,3,601610,Lingadhalli,601610,00589600,219077.0,Chikkabenakal
18822,543,Koppal,560,07,5466,Gangawati,05466,3,601599,Malkanmardi,601599,00588500,219093.0,Kesarahatti
18823,543,Koppal,560,07,5466,Gangawati,05466,3,601625,Mallapur,601625,00591100,219094.0,Mallapur
18824,543,Koppal,560,07,5466,Gangawati,05466,3,601598,Mallapura,601598,00588400,219106.0,Venkatagiri
18825,543,Koppal,560,07,5466,Gangawati,05466,3,601642,Markumbi,601642,00592800,219093.0,Kesarahatti
18826,543,Koppal,560,07,5466,Gangawati,05466,3,601648,Marli,601648,00593400,219095.0,Marali
18827,543,Koppal,560,07,5466,Gangawati,05466,3,601612,Mukkumpi,601612,00589800,219077.0,Chikkabenakal
18828,543,Koppal,560,07,5466,Gangawati,05466,3,601631,Nagarhalli,601631,00591700,219079.0,Chikkajanthakal
18829,543,Koppal,560,07,5466,Gangawati,05466,3,601635,Rajapur,601635,00592100,219100.0,Sangapur
18830,543,Koppal,560,07,5466,Gangawati,05466,3,601638,Ramdurg,601638,00592400,219100.0,Sangapur
18831,543,Koppal,560,07,5466,Gangawati,05466,3,601626,Rampur,601626,00591200,219094.0,Mallapur
18832,543,Koppal,560,07,5466,Gangawati,05466,3,601617,Rangapur,601617,00590300,219094.0,Mallapur
18833,543,Koppal,560,07,5466,Gangawati,05466,3,601628,Sanapur,601628,00591400,273129.0,Sanapur
18834,543,Koppal,560,07,5466,Gangawati,05466,3,601619,Sangapur,601619,00590500,219100.0,Sangapur
18835,543,Koppal,560,07,5466,Gangawati,05466,3,601636,Singangund,601636,00592200,219100.0,Sangapur
18836,543,Koppal,560,07,5466,Gangawati,05466,3,601649,Sriramanagar,601649,00593500,219102.0,Sriramnagar
18837,543,Koppal,560,07,5466,Gangawati,05466,3,601624,Temba,601624,00591000,219094.0,Mallapur
18838,543,Koppal,560,07,5466,Gangawati,05466,3,601618,Tirmalapur,601618,00590400,273129.0,Sanapur
18839,543,Koppal,560,07,5466,Gangawati,05466,3,601607,Udamkal,601607,00589300,219106.0,Venkatagiri
18840,543,Koppal,560,07,5466,Gangawati,05466,3,601606,Venkatagiri,601606,00589200,219106.0,Venkatagiri
18841,543,Koppal,560,07,5466,Gangawati,05466,3,601633,Vipra,601633,00591900,219100.0,Sangapur
18842,543,Koppal,560,07,5466,Gangawati,05466,3,601634,Virpapur,601634,00592000,,
18843,543,Koppal,560,07,5466,Gangawati,05466,3,601621,Virupapuragaddi,601621,00590700,273129.0,Sanapur
18844,543,Koppal,560,07,5466,Gangawati,05466,3,601597,Vithlapur,601597,00588300,219070.0,Agoli
18845,543,Koppal,560,07,5466,Gangawati,05466,3,601708,Waddarhatti (Og),601708,,,
18846,543,Koppal,560,07,5466,Gangawati,05466,3,601611,Yemmigudda,601611,00589700,219077.0,Chikkabenakal
18847,543,Koppal,560,07,7091,Kanakagiri,00000,,601670,Adapura,601670,00595600,219099.0,Navali
18848,543,Koppal,560,07,7091,Kanakagiri,00000,,601566,Advibhavi,601566,00585200,219082.0,Gouripur
18849,543,Koppal,560,07,7091,Kanakagiri,00000,,601667,Akalkumpi,601667,00595300,219091.0,Karadona
18850,543,Koppal,560,07,7091,Kanakagiri,00000,,601560,Bailakampur,601560,00584600,273125.0,Basarihal
18851,543,Koppal,560,07,7091,Kanakagiri,00000,,601592,Bankapur,601592,00587800,219080.0,Chikkamadinal
18852,543,Koppal,560,07,7091,Kanakagiri,00000,,601564,Basrihal,601564,00585000,273125.0,Basarihal
18853,543,Koppal,560,07,7091,Kanakagiri,00000,,601589,Benkanhal,601589,00587500,219103.0,Sulekal
18854,543,Koppal,560,07,7091,Kanakagiri,00000,,601671,Bhairapura,601671,00595700,219099.0,Navali
18855,543,Koppal,560,07,7091,Kanakagiri,00000,,601585,Bomchihal,601585,00587100,219086.0,Hirekheda
18856,543,Koppal,560,07,7091,Kanakagiri,00000,,601573,Bommasagara,601573,00585900,219097.0,Musalapur
18857,543,Koppal,560,07,7091,Kanakagiri,00000,,601658,Bunhatti,601658,00594400,219091.0,Karadona
18858,543,Koppal,560,07,7091,Kanakagiri,00000,,601673,Chikka Dankankal,601673,00595900,219078.0,Chikkadhanakanakal
18859,543,Koppal,560,07,7091,Kanakagiri,00000,,601582,Chikka Khed,601582,00586800,219086.0,Hirekheda
18860,543,Koppal,560,07,7091,Kanakagiri,00000,,601578,Chikka Madinal,601578,00586400,219080.0,Chikkamadinal
18861,543,Koppal,560,07,7091,Kanakagiri,00000,,601563,Chikka Wadderkal,601563,00584900,219082.0,Gouripur
18862,543,Koppal,560,07,7091,Kanakagiri,00000,,601672,Chirchanagudda,601672,00595800,219078.0,Chikkadhanakanakal
18863,543,Koppal,560,07,7091,Kanakagiri,00000,,601562,Devlapur,601562,00584800,219082.0,Gouripur
18864,543,Koppal,560,07,7091,Kanakagiri,00000,,601659,Eachanhal,601659,00594500,219099.0,Navali
18865,543,Koppal,560,07,7091,Kanakagiri,00000,,601554,Godinal,601554,00584000,219086.0,Hirekheda
18866,543,Koppal,560,07,7091,Kanakagiri,00000,,601586,Gorvihanchinal,601586,00587200,219086.0,Hirekheda
18867,543,Koppal,560,07,7091,Kanakagiri,00000,,601561,Gouripur,601561,00584700,219082.0,Gouripur
18868,543,Koppal,560,07,7091,Kanakagiri,00000,,601555,Guddadur,601555,00584100,219091.0,Karadona
18869,543,Koppal,560,07,7091,Kanakagiri,00000,,601572,Guddalakampur,601572,00585800,219097.0,Musalapur
18870,543,Koppal,560,07,7091,Kanakagiri,00000,,601557,Hanmanhal,601557,00584300,219088.0,Hulihaider
18871,543,Koppal,560,07,7091,Kanakagiri,00000,,601668,Hatti,601668,00595400,219091.0,Karadona
18872,543,Koppal,560,07,7091,Kanakagiri,00000,,601676,Hire Dankankal,601676,00596200,219078.0,Chikkadhanakanakal
18873,543,Koppal,560,07,7091,Kanakagiri,00000,,601583,Hire Khed,601583,00586900,219086.0,Hirekheda
18874,543,Koppal,560,07,7091,Kanakagiri,00000,,601594,Hire Madinal,601594,00588000,219080.0,Chikkamadinal
18875,543,Koppal,560,07,7091,Kanakagiri,00000,,601553,Hosgudda,601553,00583900,219088.0,Hulihaider
18876,543,Koppal,560,07,7091,Kanakagiri,00000,,601552,Hulihyder,601552,00583800,219088.0,Hulihaider
18877,543,Koppal,560,07,7091,Kanakagiri,00000,,601567,Hulsanhatti,601567,00585300,273125.0,Basarihal
18878,543,Koppal,560,07,7091,Kanakagiri,00000,,601568,Ingaldal,601568,00585400,219097.0,Musalapur
18879,543,Koppal,560,07,7091,Kanakagiri,00000,,601577,Jalihuda,601577,00586300,219080.0,Chikkamadinal
18880,543,Koppal,560,07,7091,Kanakagiri,00000,,601674,Jeeral,601674,00596000,273127.0,Jiral
18881,543,Koppal,560,07,7091,Kanakagiri,00000,,601675,Jeeralkalgudi,601675,00596100,273127.0,Jiral
18882,543,Koppal,560,07,7091,Kanakagiri,00000,,601588,Kalkera,601588,00587400,219103.0,Sulekal
18883,543,Koppal,560,07,7091,Kanakagiri,00000,,601558,Kanakapura,601558,00584400,219088.0,Hulihaider
18884,543,Koppal,560,07,7091,Kanakagiri,00000,,601580,Kanakgiri,601580,00586600,,
18885,543,Koppal,560,07,7091,Kanakagiri,00000,,601570,Kannermadu,601570,00585600,219097.0,Musalapur
18886,543,Koppal,560,07,7091,Kanakagiri,00000,,601593,Kardigudda,601593,00587900,219080.0,Chikkamadinal
18887,543,Koppal,560,07,7091,Kanakagiri,00000,,601664,Kardona,601664,00595000,219091.0,Karadona
18888,543,Koppal,560,07,7091,Kanakagiri,00000,,601587,Katapur (Khalsa),601587,00587300,219086.0,Hirekheda
18889,543,Koppal,560,07,7091,Kanakagiri,00000,,601666,Katapur (Umli),601666,00595200,219091.0,Karadona
18890,543,Koppal,560,07,7091,Kanakagiri,00000,,601661,Kyarihal,601661,00594700,219099.0,Navali
18891,543,Koppal,560,07,7091,Kanakagiri,00000,,601551,Layadhunsi,601551,00583700,219088.0,Hulihaider
18892,543,Koppal,560,07,7091,Kanakagiri,00000,,601665,Mallapur,601665,00595100,219091.0,Karadona
18893,543,Koppal,560,07,7091,Kanakagiri,00000,,601584,Malligwad,601584,00587000,219086.0,Hirekheda
18894,543,Koppal,560,07,7091,Kanakagiri,00000,,601571,Muslapur,601571,00585700,219097.0,Musalapur
18895,543,Koppal,560,07,7091,Kanakagiri,00000,,601579,Naglapur,601579,00586500,219080.0,Chikkamadinal
18896,543,Koppal,560,07,7091,Kanakagiri,00000,,601663,Navali,601663,00594900,219099.0,Navali
18897,543,Koppal,560,07,7091,Kanakagiri,00000,,601581,Neerloti,601581,00586700,219086.0,Hirekheda
18898,543,Koppal,560,07,7091,Kanakagiri,00000,,601575,Obalbanda,601575,00586100,219097.0,Musalapur
18899,543,Koppal,560,07,7091,Kanakagiri,00000,,601569,Parapur,601569,00585500,219097.0,Musalapur
18900,543,Koppal,560,07,7091,Kanakagiri,00000,,601574,Ramdurg,601574,00586000,219080.0,Chikkamadinal
18901,543,Koppal,560,07,7091,Kanakagiri,00000,,601576,Rampur,601576,00586200,219097.0,Musalapur
18902,543,Koppal,560,07,7091,Kanakagiri,00000,,601662,Sankanhal,601662,00594800,219099.0,Navali
18903,543,Koppal,560,07,7091,Kanakagiri,00000,,601556,Sirwar,601556,00584200,219086.0,Hirekheda
18904,543,Koppal,560,07,7091,Kanakagiri,00000,,601565,Somsagara,601565,00585100,273125.0,Basarihal
18905,543,Koppal,560,07,7091,Kanakagiri,00000,,601590,Sulekal,601590,00587600,219103.0,Sulekal
18906,543,Koppal,560,07,7091,Kanakagiri,00000,,601591,Tippanhal,601591,00587700,219103.0,Sulekal
18907,543,Koppal,560,07,7091,Kanakagiri,00000,,601660,Uddihal,601660,00594600,219099.0,Navali
18908,543,Koppal,560,07,7091,Kanakagiri,00000,,601559,Varankhed,601559,00584500,219088.0,Hulihaider
18909,543,Koppal,560,07,7091,Kanakagiri,00000,,601669,Wadki,601669,00595500,219091.0,Karadona
18910,543,Koppal,560,07,7091,Kanakagiri,00000,,601657,Yettinhatti,601657,00594300,219091.0,Karadona
18911,543,Koppal,560,07,7092,Karatagi,00000,,601697,Bargur,601697,00598300,273124.0,Baragur
18912,543,Koppal,560,07,7092,Karatagi,00000,,601704,Bennur,601704,00599000,219073.0,Bennur
18913,543,Koppal,560,07,7092,Karatagi,00000,,601679,Bevinhal,601679,00596500,219074.0,Bevinal
18914,543,Koppal,560,07,7092,Karatagi,00000,,601690,Budugumpa,601690,00597600,219075.0,Boodgumpa
18915,543,Koppal,560,07,7092,Karatagi,00000,,601682,Challur,601682,00596800,219076.0,Challur
18916,543,Koppal,560,07,7092,Karatagi,00000,,601701,Eliganoor,601701,00598700,219104.0,Ulenur
18917,543,Koppal,560,07,7092,Karatagi,00000,,601677,Gudur,601677,00596300,273128.0,Mailapur
18918,543,Koppal,560,07,7092,Karatagi,00000,,601694,Gundur,601694,00598000,219083.0,Gundur
18919,543,Koppal,560,07,7092,Karatagi,00000,,601685,Hagedal,601685,00597100,219089.0,Hulkihal
18920,543,Koppal,560,07,7092,Karatagi,00000,,601692,Halsamudra,601692,00597800,219075.0,Boodgumpa
18921,543,Koppal,560,07,7092,Karatagi,00000,,601687,Hulkihal,601687,00597300,219089.0,Hulkihal
18922,543,Koppal,560,07,7092,Karatagi,00000,,601702,Jamapur,601702,00598800,219104.0,Ulenur
18923,543,Koppal,560,07,7092,Karatagi,00000,,601686,Juratgi,601686,00597200,219096.0,Marlanahalli
18924,543,Koppal,560,07,7092,Karatagi,00000,,601706,Kakkargol,601706,00599200,219073.0,Bennur
18925,543,Koppal,560,07,7092,Karatagi,00000,,601681,Karatgi,601681,00596700,,
18926,543,Koppal,560,07,7092,Karatagi,00000,,601700,Kottankal,601700,00598600,273124.0,Baragur
18927,543,Koppal,560,07,7092,Karatagi,00000,,601695,Krishnapur,601695,00598100,219101.0,Siddapur
18928,543,Koppal,560,07,7092,Karatagi,00000,,601699,Kuntoji,601699,00598500,273124.0,Baragur
