match_score,match_method,jjm_village,lgd_village,shrug_village,shrug_place,jjm_district,shrug_district,jjm_block,shrug_subdistrict,jjm_panchayat,jjm_village_id,lgd_village_id,jjm_panchayat_id,shrid2
100.0,manual,Kunnur,Gudageri,kunnur,kunnur,Haveri,haveri,Shiggaon,shiggaon,Kunnoor,167164,603884,64622,11-29-564-05489-603886
100.0,manual,Ramapur,RAMAPUR,ramapur,ramapur,Haveri,haveri,Hanagal,haveri,Aladakatti,637734,924839,299956,11-29-564-05492-604219
100.0,manual,HONNAHANAKODU,GEJJEHANAKODU,honnahanakodu,honnahanakodu,Kodagu,kodagu,Somvarpet,somvarpet,Doddamolathe,153441,923949,62402,11-29-576-05567-617902
100.0,manual,V Badaga,KANDAGALA,v badaga,v badaga,Kodagu,kodagu,Virajpet,virajpet,BITTANGALA,153530,924037,62435,11-29-576-05568-618013
100.0,manual,CHANNIGARAYAPURA,Channarayapura,channigarayapura,channigarayapura,Kolar,kolar,Malur,malur,Madivala,155147,622219,62644,11-29-581-05592-622137
100.0,manual,Kurubarahalli,Kurubarahalli,kurubarahalli,kurubarahalli,Kolar,kolar,Kolar,srinivaspur,Doodahasala,155040,622080,62630,11-29-581-05590-621678
100.0,manual,UPASAPURA,Upasapura,upasapura,upasapura,Kolar,kolar,Malur,bangarapet,Nosagere,155249,622436,62652,11-29-581-05593-622569
100.0,manual,VENKATAPURA,VENKATAPURA,venkatapura,venkatapura,Kolar,kolar,Malur,kolar,HASANDAHALLI,155386,622357,62647,11-29-581-05591-621859
100.0,manual,Konapur,Konapur,konapur,konapur,Koppal,koppal,Kushtagi,kushtagi,Jahagirgudadur,166027,601521,64239,11-29-560-05465-601392
100.0,manual,Basavanahalli,Basavana Halli,basavanahalli,basavanahalli,Mandya,mandya,Malvalli,malavalli,H.basapura,157065,614697,62885,11-29-573-05552-614788
100.0,manual,Halagapura,Halaganadoddi,halagapura,halagapura,Mandya,mandya,Malvalli,malavalli,Bydarahalli,665310,614776,62886,11-29-573-05552-614781
100.0,manual,Hemmadahalli,HEMMADAHALLY,hemmadahalli,hemmadahalli,Mandya,mandya,Krishnarajpet,krishnarajpet,Ballekere,156653,926858,62797,11-29-573-05546-613495
100.0,manual,Kenchanahalli,Kanchanahalli,kenchanahalli,kenchanahalli,Mandya,mandya,Pandavapura,pandavapura,T.S.CHATRA,157708,614083,62975,11-29-573-05548-614159
100.0,manual,N.kodihalli,N.KODIHALLI,n kodihalli,n kodihalli,Mandya,mandya,Malvalli,maddur,T.k.halli,157095,614762,62891,11-29-573-05551-614523
100.0,manual,Ragimuddanahalli,Moodanahalli,ragimuddanahalli,ragimuddanahalli,Mandya,mandya,Pandavapura,mandya,Gummanahalli,665972,614127,62965,11-29-573-05550-614461
100.0,manual,HOSAGABBADI,Gabbadi,hosagabbadi,hosagabbadi,RAMANAGARA,ramanagara,Kanakapura,kanakapura,KAGGALAHALLI,142980,626344,59963,11-29-584-05608-626345
100.0,manual,HOSAHALLI,Hosahalli,hosahalli,hosahalli,RAMANAGARA,ramanagara,Kanakapura,kanakapura,Arekattedoddi(Kachuvanahalli),142962,626506,59959,11-29-584-05608-626400
100.0,manual,NAGLAPUR,NAGLAPUR,naglapur,naglapur,Raichur,raichur,Devadurga,raichur,Somanamaradi,699918,600575,299870,11-29-559-05461-600846
100.0,manual,Kumbarkop,Kumbarkop,kumbarkop,kumbarkop,Uttara Kannada,uttara kannada,Haliyal,haliyal,Gundolli,164779,602756,64035,11-29-563-05480-602813
100.0,manual,Malwadi,Malawadi,malwadi,malwadi,Uttara Kannada,uttara kannada,Haliyal,haliyal,CHIBBALGERI`,164790,602799,64036,11-29-563-05480-602869
100.0,manual,SHAKHAPUR,Shakhapur,shakhapur,shakhapur,Yadgir,yadgir,HUNASAGI,shorapur,Arakera J.,589480,621066,62053,11-29-580-05587-620923
91.66666666666669,fuzzy,ARISINAKUNTE,ARISHINAKUNTE,,arasinakunte,BENGALURU RURAL,bangalore rural,Devanhalli,nelamangala,NALLURU,588424,938780,59868,11-29-583-05601-624949
100.0,fuzzy,BANAHALLY,Banahalli,tharabanahalli,tharabanahalli,BENGALURU RURAL,bangalore rural,Hoskote,dod ballapur,NANDAGUDI,142797,625675,59935,11-29-583-05602-625189
100.0,fuzzy,CHIKKA HOSAHALLI,Chikkahosahalli (D),hosahalli,hosahalli,BENGALURU RURAL,bangalore rural,Devanhalli,nelamangala,Bettekote,594614,910262,59881,11-29-583-05601-624758
87.5,fuzzy,CHIKKAMARALLI,ChikkaMurali,marohalli,marohalli,BENGALURU RURAL,bangalore rural,Devanhalli,nelamangala,BIJJAVARA,594616,910246,59886,11-29-583-05601-624857
88.88888888888889,fuzzy,DARGAJOGIHALLI,Dargajogihalli (OG),jogahalli,jogahalli,BENGALURU RURAL,bangalore rural,Dodballapur,devanahalli,DARGAJOGIHALLI,142411,625247,59894,11-29-583-05603-625396
75.0,fuzzy,DINNURU,Dinnur,gonur,gonur,BENGALURU RURAL,bangalore rural,Devanhalli,devanahalli,Alooru Duddanahalli,142209,910230,299517,11-29-583-05603-625319
88.88888888888889,fuzzy,G.HOSAHALLY,Gururayana Hosur,hosahalli,hosahalli,BENGALURU RURAL,bangalore rural,Devanhalli,nelamangala,BIJJAVARA,142356,625320,59886,11-29-583-05601-624758
100.0,fuzzy,MUTHUKADAHALLY,Muttugadahalli,muttugadahalli,muttugadahalli,BENGALURU RURAL,bangalore rural,Dodballapur,dod ballapur,HULIKUNTE,142491,625067,59903,11-29-583-05602-625185
100.0,fuzzy,NAGENAHALLY,Nagenahalli,subraya nagenahalli,subraya nagenahalli,BENGALURU RURAL,bangalore rural,Devanhalli,dod ballapur,G.CHOWDAPANAHALLY,142316,910258,59882,11-29-583-05602-625023
100.0,fuzzy,SRINIVASAPURA,Srinivasapura,srinivasapura,srinivasapura,BENGALURU RURAL,bangalore rural,Dodballapur,nelamangala,HANABE,142441,625114,59899,11-29-583-05601-624756
100.0,fuzzy,VENKATAPURA,Venkatapura,venkatapura,venkatapura,BENGALURU RURAL,bangalore rural,Hoskote,nelamangala,Lakkondahalli,142765,625605,59932,11-29-583-05601-624783
100.0,fuzzy,Chikkahanchinal Puk,Chinvalkoppa PU.K,hanchinal,hanchinal,Bagalkote,bagalkot,Bilagi,jamkhandi,Kollur,664350,598509,59797,11-29-556-05443-598430
80.0,fuzzy,Heggur Rc,Heggur,gangur,gangur,Bagalkote,bagalkot,Bilagi,hungund,Heggura,141893,598506,299899,11-29-556-05448-598928
84.61538461538461,fuzzy,HIREMURAMATTI,Hiremuramatti,chikkmuramatti,chikkmuramatti,Bagalkote,bagalkot,Bagalkot,bagalkot,Hiregulabal,141504,598809,59688,11-29-556-05447-598808
100.0,fuzzy,Lingapur Sr Rc,Lingapur.S.R PU.K,lingapur,lingapur,Bagalkote,bagalkot,Bilagi,badami,Heggura,588589,598507,299899,11-29-556-05446-598665
93.33333333333331,fuzzy,Mamatageri,Mamatageri,katageri,katageri,Bagalkote,bagalkot,Badami,badami,Mamtageri,141749,598704,59767,11-29-556-05446-598661
90.0,fuzzy,GIRENAHALLI,GIRENAHALLI,nagenahalli,nagenahalli,Ballari,bellary,Sandur,hospet,0,702878,924424,0,11-29-565-05498-604722
88.88888888888889,fuzzy,Huchenahalli,HUCHCHENAHALLI,meenahalli,meenahalli,Ballari,bellary,Sandur,bellary,H K Halli,665619,917702,299931,11-29-565-05500-604939
93.75,fuzzy,Jodikasanayakanahalli,Jodikasinayakanahalli,sirinayakanahalli,sirinayakanahalli,Ballari,bellary,Sandur,kudligi,Bommagatta,145106,604980,60692,11-29-565-05502-605060
90.9090909090909,fuzzy,Athani Rural,Athani (Rural) (Part),,athni,Belagavi,belgaum,Athni,athni,Athani (Grameen),143618,597300,60054,11-29-555-05434-803024
87.5,fuzzy,Benakanahalli,Benakanahalli (CT),adahalli,adahalli,Belagavi,belgaum,Belagavi,athni,Benakanhalli,143751,597799,60138,11-29-555-05434-597334
100.0,fuzzy,Budihal,Budihal,budihal,budihal,Belagavi,belgaum,Gokak,chikodi,Suladhala,143954,597497,60244,11-29-555-05433-597134
100.0,fuzzy,Chandur,Chandur,chandur,chandur,Belagavi,belgaum,Belagavi,chikodi,Sulebhavi,143724,597756,60125,11-29-555-05433-597179
92.3076923076923,fuzzy,Chikkud,Chikkud,chikkulligeri,chikkulligeri,Belagavi,belgaum,Athni,parasgad,Saptasagar,661637,597308,60084,11-29-555-05441-598243
100.0,fuzzy,Dharanatti,Rangadholi,dharanatti,dharanatti,Belagavi,belgaum,Belagavi,belgaum,Dharanatti,661560,597701,60141,11-29-555-05438-597696
100.0,fuzzy,Dhupadal,Dhupdal,dhupadal,dhupadal,Belagavi,belgaum,Savadathi,gokak,Yakkundi,144410,598228,60415,11-29-555-05436-597442
92.3076923076923,fuzzy,Gaddikaravinakoppa,Gaddikurvinkoppa,kuravinakoppa,kuravinakoppa,Belagavi,belgaum,Bylahongal,parasgad,Chikkabagewadi,144609,598062,60501,11-29-555-05441-598270
94.11764705882354,fuzzy,Gaundawad,Goundawad (Part),goudawad,goudawad,Belagavi,belgaum,Belagavi,hukeri,Kangrali B.K,143707,597691,60116,11-29-555-05437-597611
90.9090909090909,fuzzy,Halgimardi,SU HALAGIMARDI,maradi,maradi,Belagavi,belgaum,Belagavi,raybag,K. K. Koppa,143750,939170,60137,11-29-555-05435-597367
100.0,fuzzy,Hanchinal K.k.,Hanchinal (K.K.),hanchinal k s,hanchinal k s,Belagavi,belgaum,Chikodi,chikodi,Karagaon,143839,597236,60196,11-29-555-05433-597122
90.9090909090909,fuzzy,Hebbanatti,Habbanatti,hebbal,hebbal,Belagavi,belgaum,Khanapur,hukeri,Amate,144201,597819,60349,11-29-555-05437-597576
100.0,fuzzy,Hidkal,Hidakal,hidakal,hidakal,Belagavi,belgaum,Raybag,raybag,Hidkal,144446,597617,60438,11-29-555-05435-597402
100.0,fuzzy,Hulikatti,Hulikatti,hulikatti,hulikatti,Belagavi,belgaum,Belagavi,gokak,Aralikatti,143664,597778,60097,11-29-555-05436-597482
90.9090909090909,fuzzy,Hunnur,HONNUR,kunnur,kunnur,Belagavi,belgaum,Hukeri,chikodi,Hosur,664341,939177,60305,11-29-555-05433-597158
83.33333333333334,fuzzy,Kakati,Kakati (CT),devanakatti,devanakatti,Belagavi,belgaum,Belagavi,raybag,Kakti,143709,597792,60117,11-29-555-05435-597368
100.0,fuzzy,Kallur,Kallur,kallur,kallur,Belagavi,belgaum,Bylahongal,ramdurg,Maradinagalapur,144601,598064,60499,11-29-555-05442-598391
87.5,fuzzy,Kolikoppa,Kolikopp,jalikoppa,jalikoppa,Belagavi,belgaum,Belagavi,sampgaon,Tarihal,143726,597777,60126,11-29-555-05440-598136
82.35294117647058,fuzzy,LAXMESHWAR,Lagameshwar,dhavaleshwar,dhavaleshwar,Belagavi,belgaum,MUDALAGI,gokak,Sunadholi,662242,597494,60270,11-29-555-05436-597508
80.0,fuzzy,Majati,MAJATI,majalatti,majalatti,Belagavi,belgaum,Hukeri,chikodi,Naganur K D,664305,923726,60294,11-29-555-05433-597229
80.0,fuzzy,Managoan,MANAGOAN,khanagaon,khanagaon,Belagavi,belgaum,Hukeri,gokak,Naganur K D,664307,923727,60294,11-29-555-05436-597489
84.21052631578947,fuzzy,Mattikoppa,Mattikoppa,dastikoppa,dastikoppa,Belagavi,belgaum,Bylahongal,sampgaon,Sutagatti,144580,598039,60491,11-29-555-05440-598076
100.0,fuzzy,Morab,Morab,morab,morab,Belagavi,belgaum,Khanapur,raybag,Bailur,144205,597822,60350,11-29-555-05435-597397
100.0,fuzzy,Mutnal,Mutnal,mutnal,mutnal,Belagavi,belgaum,Gokak,belgaum,Nandagaon,662240,597437,60247,11-29-555-05438-597791
93.33333333333331,fuzzy,Parakanatti,PARAKANATTI,khanatti,khanatti,Belagavi,belgaum,Hukeri,gokak,Mavanur,664359,923725,60320,11-29-555-05436-597421
100.0,fuzzy,Piranawadi,Peeranwadi (CT),adi,adi,Belagavi,belgaum,Belagavi,chikodi,Piranawadi,143704,597800,60114,11-29-555-05433-597129
94.73684210526316,fuzzy,Shindolli,Shindoli (Part),shindholli,shindholli,Belagavi,belgaum,Belagavi,khanapur,Nilaji,143767,597766,60143,11-29-555-05439-597940
100.0,fuzzy,Sultanpur,Sultanpur,sultanpur,sultanpur,Belagavi,belgaum,Hukeri,raybag,Sulthanaput,144058,597607,60308,11-29-555-05435-597411
83.33333333333334,fuzzy,Turanur,Turanur (Part),kamatanur,kamatanur,Belagavi,belgaum,Ramdurg,hukeri,Turanur,144521,598376,60470,11-29-555-05437-597571
100.0,fuzzy,Wadishidlihal,WADISHIDLIHAL,adi,adi,Belagavi,belgaum,Hukeri,chikodi,Naganur K D,664306,923728,60294,11-29-555-05433-597129
93.33333333333331,fuzzy,Yakkundi,Yakkundi,lakkundi,lakkundi,Belagavi,belgaum,Savadathi,sampgaon,Yakkundi,144408,598229,60415,11-29-555-05440-598045
100.0,fuzzy,B K PALYA,Arebinnamangala,arebinnamangala,arebinnamangala,Bengaluru Urban,bangalore,YELAHANKA,bangalore north,Bandikodagehalli,148215,938495,61391,11-29-572-05542-612924
75.0,fuzzy,Bande Hosur,AMANI BAIRATIKHANE,solur,solur,Bengaluru Urban,bangalore,Bengaluru East,anekal,Kannuru,665183,938226,61437,11-29-572-05545-613332
100.0,fuzzy,BHEEMANAKUPPE RAMASAGARA,BHEEMANAKUPPE RAMASAGARA,bheemanakuppe,bheemanakuppe,Bengaluru Urban,bangalore,Bengaluru South,bangalore south,Ramohalli,693546,613014,61419,11-29-572-05543-613017
88.88888888888889,fuzzy,Byrasandra,BYRASANDRA,marasandra,marasandra,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Agara,665556,924146,61416,11-29-572-05542-612930
100.0,fuzzy,Channadasipalya,ARAKERE,arakere,arakere,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Channenahalli,665221,938427,299653,11-29-572-05542-612835
84.21052631578947,fuzzy,Chikka Gubbi,Chikkagubbi (OG),,chikkabidarakallu,Bengaluru Urban,bangalore,Bengaluru East,bangalore north,Kannuru,148441,613125,61437,11-29-572-05542-612952
83.33333333333334,fuzzy,Chikkagollarahatti,BAGALAGUNTE,bagalur,bagalur,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Kachohalli,665302,938346,299657,11-29-572-05542-612915
90.9090909090909,fuzzy,Chikkakodige Halli,VYYALIKAVAL,kodigehalli,kodigehalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore east,Kodigehalli,665469,939476,61368,11-29-572-05544-613093
100.0,fuzzy,Devegere,AGARA (BEGUR HOBLI),hanumantha sagara,hanumantha sagara,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,K.Gollahalli,148335,939479,61417,11-29-572-05542-612776
76.19047619047619,fuzzy,Dodda Thogur,CHIKKATOGURU,dodda hagade,dodda hagade,Bengaluru Urban,bangalore,Bengaluru South,anekal,Doddathoguru,148268,938419,61401,11-29-572-05545-613313
75.0,fuzzy,Doddagubbi,Doddagubbi (OG),doddabanahalli,doddabanahalli,Bengaluru Urban,bangalore,Bengaluru East,bangalore east,Doddagubbi,148451,613126,61438,11-29-572-05544-613105
100.0,fuzzy,Doddapalya,AGRAHARA THIMMASANDRA,thimmasandra,thimmasandra,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Huskuru,665288,939406,61373,11-29-572-05542-612893
90.9090909090909,fuzzy,Gangadipura,VISHVANATHA NAGENAHALLI,naganahalli,naganahalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore south,Kodigehalli,665474,938343,61368,11-29-572-05543-612960
100.0,fuzzy,Giddenahalli,Giddenahalli,giddenahalli,giddenahalli,Bengaluru Urban,bangalore,Anekal,bangalore north,Kallubalu,147905,613286,61343,11-29-572-05542-612812
100.0,fuzzy,Gollahalli,GOLLAHALLI,gollahalli,gollahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chikkanahalli,665865,924158,61442,11-29-572-05542-612923
100.0,fuzzy,Gopalanagara,MARENAHALLI ( UTTARAHALLI HOBLI),marenahalli,marenahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,665578,939488,61441,11-29-572-05542-612929
100.0,fuzzy,GOPALPURA,CHIKKABOMMASANDRA,,bommasandra,Bengaluru Urban,bangalore,YELAHANKA,anekal,Marenahalli,148227,938533,61392,11-29-572-05545-613357
100.0,fuzzy,Govindashettipalya,AVALAHALLI,avalahalli,avalahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Konappana Agrahara,148280,938477,61403,11-29-572-05542-612939
100.0,fuzzy,Gururayanapura,SONNENAHALLI (KOTLU K.G),sonnenahalli,sonnenahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,148483,939493,61441,11-29-572-05542-612826
100.0,fuzzy,H. Gollahalli,HOSAKEREHALLI,gollahalli,gollahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,H. Gollahalli,148320,938480,259828,11-29-572-05542-612923
100.0,fuzzy,Hennagara Amanikere,Hennagara Amanikere,agara,agara,Bengaluru Urban,bangalore,Anekal,bangalore south,Hennagara,147915,613179,61345,11-29-572-05543-613039
100.0,fuzzy,HOSAHALLI,HOSAHALLI,hosahalli palya,hosahalli palya,Bengaluru Urban,bangalore,YELAHANKA,bangalore north,Sathanooru,700197,612909,299660,11-29-572-05542-612759
90.0,fuzzy,Hosapalya,CHUNCHAGHATTA,chalaghatta,chalaghatta,Bengaluru Urban,bangalore,Bengaluru South,bangalore south,Kumbalagodu,665269,938458,61418,11-29-572-05543-613019
95.23809523809524,fuzzy,KADAYARAPPANAHALLI,Bandikodegehalli Amanikere,papanahalli,papanahalli,Bengaluru Urban,bangalore,YELAHANKA,bangalore north,Bandikodagehalli,665254,612918,61391,11-29-572-05542-612892
100.0,fuzzy,Kannahalli Hosahalli,ULLALU K.G,kannahalli,kannahalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Kodigehalli,665471,939475,61368,11-29-572-05542-612824
80.0,fuzzy,Kannur,Kannur (OG),kannahalli,kannahalli,Bengaluru Urban,bangalore,Bengaluru East,bangalore north,Kannuru,148442,613124,61437,11-29-572-05542-612824
86.95652173913044,fuzzy,Karekalpalya,NAGANATHAPURA,adde vishwanathapura,adde vishwanathapura,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,665567,938424,61441,11-29-572-05542-612834
100.0,fuzzy,KODIGEHALLI,KODIGEHALLI,bandi kodigehalli palya,bandi kodigehalli palya,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Kodigehalli,697341,612822,61368,11-29-572-05542-612919
100.0,fuzzy,Kodigehalli,KODIGEHALLI,bandi kodigehalli palya,bandi kodigehalli palya,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Kodigehalli,148062,612822,61368,11-29-572-05542-612919
100.0,fuzzy,Kodigehalli Harijana Colony,Thirumalapura,kodagi thirumalapura,kodagi thirumalapura,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Kodigehalli,665470,612821,61368,11-29-572-05542-612868
100.0,fuzzy,KUMBALAGODU,KUMBALAGODU,kumbalagodu gollahalli,kumbalagodu gollahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore south,Kumbalagodu,703119,613062,61418,11-29-572-05543-613027
100.0,fuzzy,Lakshmipura,RAGHAVANAPALYA,lakshmipura,lakshmipura,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Chunchanakuppe,665539,938467,61441,11-29-572-05542-612804
100.0,fuzzy,LINGARAJASAGARA,LINGARAJASAGARA,agara,agara,Bengaluru Urban,bangalore,YELAHANKA,bangalore south,KASAGATTAPURA,700202,612874,61388,11-29-572-05543-613039
90.0,fuzzy,Mahimmannanapalya,BOGENAHALLI,gadenahalli,gadenahalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Kadabagere,665311,939417,273464,11-29-572-05542-612886
94.11764705882352,fuzzy,Menaseganahalli,BAHDURPURA,banahalli,banahalli,Bengaluru Urban,bangalore,Anekal,anekal,Vanakanahalli,147863,939404,61337,11-29-572-05545-613243
90.0,fuzzy,Metipalya,VASANTAPURA,dasanapura,dasanapura,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Choolanayakanahalli,665502,938487,61440,11-29-572-05542-612780
100.0,fuzzy,Nagegowdanapalya,DASARAHALLI,chikkadasarahalli,chikkadasarahalli,Bengaluru Urban,bangalore,Bengaluru South,anekal,H. Gollahalli,665639,939480,259828,11-29-572-05545-613235
86.95652173913044,fuzzy,Parvathaiahana Palya,BANGALORE,huchana palya,huchana palya,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Sondekoppa,665392,939411,61377,11-29-572-05542-612762
87.5,fuzzy,Pattareddipalya,BIKASHIPURA,kodipalya,kodipalya,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Kagglipura,665227,938489,61412,11-29-572-05542-612765
91.66666666666666,fuzzy,Pitaganapalya,BARAGI MUDDENAHALLI,muddanahalli,muddanahalli,Bengaluru Urban,bangalore,Bengaluru North,bangalore north,Sondekoppa,665380,939414,61377,11-29-572-05542-612936
88.0,fuzzy,Puttaiahnapalya,BERATENA AGRAHARA,nagen agrahara,nagen agrahara,Bengaluru Urban,bangalore,Bengaluru South,anekal,Channenahalli,665199,938417,299653,11-29-572-05545-613239
94.11764705882352,fuzzy,Pylvanarapalya,AKKITHIMMANAHALLI,banahalli,banahalli,Bengaluru Urban,bangalore,Bengaluru North,anekal,Alur,665211,939407,61374,11-29-572-05545-613243
85.71428571428572,fuzzy,RAJAKSABPALYA,AMRUTAHALLI,arehalli,arehalli,Bengaluru Urban,bangalore,YELAHANKA,anekal,BAGALUR,665209,938541,61393,11-29-572-05545-613284
100.0,fuzzy,Ramasandra,BASAVANAPURA,ramasandra,ramasandra,Bengaluru Urban,bangalore,Bengaluru South,anekal,Sulikere,148353,613064,61420,11-29-572-05545-613146
85.71428571428572,fuzzy,Saalu Hunase,BILEKAHALLI,boilahalli,boilahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Kagglipura,665230,938430,61412,11-29-572-05542-612905
88.88888888888889,fuzzy,Shikaripalya,KUDLU,kuduragere,kuduragere,Bengaluru Urban,bangalore,Anekal,bangalore north,Hulimangala,665581,938194,61344,11-29-572-05542-612774
90.0,fuzzy,Subbarayappanapalya,VALAGERAHALLI,jogerahalli,jogerahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore south,Chunchanakuppe,148479,938444,61441,11-29-572-05543-612961
100.0,fuzzy,Vaderahalli,VADEERA HALLI,vaderahalli,vaderahalli,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Agara,665565,924154,61416,11-29-572-05542-612772
100.0,fuzzy,Veerasandra,CHANNASANDRA,channasandra,channasandra,Bengaluru Urban,bangalore,Bengaluru South,bangalore north,Nelaguli,665285,938478,299654,11-29-572-05542-612837
85.71428571428572,fuzzy,ALIABAD (J),ALIABAD (J),kadlabad,kadlabad,Bidar,bidar,Bidar,bhalki,Aliabad (j),693388,600256,60862,11-29-558-05455-599913
88.88888888888889,fuzzy,Bompalli,Bompalli,halli,halli,Bidar,bidar,Bidar,basavakalyan,Yerrnalli,145757,600124,60864,11-29-558-05454-599780
75.0,fuzzy,Hajjargi,HAJJARAGI,dadgi,dadgi,Bidar,bidar,Bidar,bhalki,Kolar (k),588457,923711,60861,11-29-558-05455-599918
100.0,fuzzy,Hallikhed(k) Wadi,HALLIKHED(K) WADI,halli,halli,Bidar,bidar,Humnabad,basavakalyan,Hallikhed (k),664831,923715,60902,11-29-558-05454-599780
80.0,fuzzy,JAFARWADI,JAFFARWADI,,aurad,Bidar,bidar,Basavakalyan,aurad,GUNDUR,664875,923683,60788,11-29-558-05456-803059
92.3076923076923,fuzzy,Kasartugaon Wadi,Kasara Tugaon Wadi,kalsar tugaon,kalsar tugaon,Bidar,bidar,Bhalki,bhalki,Shivani,665016,599860,60838,11-29-558-05455-599859
100.0,fuzzy,Methi Melkunda Wadi,Methimelkunda Wadi,methimelkunda,methimelkunda,Bidar,bidar,Bhalki,bhalki,Methi Melkunda,595076,599875,60836,11-29-558-05455-599874
