pc11_shrid_id,shrid2,state_name,district_name,subdistrict_name,town_name,village_name,place_name,LGD_code,local_body_name,local_body_type,gp_to_urban_conversion,old_gp_lgd_code,old_gp_name,shrid_part_of_multi_village_GP
616377,11-29-574-05557-616377,karnataka,hassan,alur,,kodagihalli,kodagihalli,218208,Kanathur,Gram Panchayat,No,NA,NA,Yes
616378,11-29-574-05557-616378,karnataka,hassan,alur,,imatipura,imatipura,218208,Kanathur,Gram Panchayat,No,NA,NA,Yes
616379,11-29-574-05557-616379,karnataka,hassan,alur,,nakalgod,nakalgod,218208,Kanathur,Gram Panchayat,No,NA,NA,Yes
616380,11-29-574-05557-616380,karnataka,hassan,alur,,bellur,bellur,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616381,11-29-574-05557-616381,karnataka,hassan,alur,,ummadevarahalli,ummadevarahalli,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616382,11-29-574-05557-616382,karnataka,hassan,alur,,bandithimmanahalli,bandithimmanahalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616383,11-29-574-05557-616383,karnataka,hassan,alur,,gekaravalli,gekaravalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616384,11-29-574-05557-616384,karnataka,hassan,alur,,gollara thimmanahalli,gollara thimmanahalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616385,11-29-574-05557-616385,karnataka,hassan,alur,,vajarahalli,vajarahalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616386,11-29-574-05557-616386,karnataka,hassan,alur,,hosahalli,hosahalli,218208,Kanathur,Gram Panchayat,No,NA,NA,Yes
616387,11-29-574-05557-616387,karnataka,hassan,alur,,marasu,marasu,252012,Hassan,City Municipal Council,Yes,218202,Byarapura,Yes
616388,11-29-574-05557-616388,karnataka,hassan,alur,,kenchanahalli,kenchanahalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616389,11-29-574-05557-616389,karnataka,hassan,alur,,samadale,samadale,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616390,11-29-574-05557-616390,karnataka,hassan,alur,,bijjanahalli,bijjanahalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616391,11-29-574-05557-616391,karnataka,hassan,alur,,bachanahalli,bachanahalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616392,11-29-574-05557-616392,karnataka,hassan,alur,,soppinahalli,soppinahalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616395,11-29-574-05557-616395,karnataka,hassan,alur,,dadadahalli,dadadahalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616396,11-29-574-05557-616396,karnataka,hassan,alur,,hanthanamane,hanthanamane,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616397,11-29-574-05557-616397,karnataka,hassan,alur,,alur rural,alur rural,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616398,11-29-574-05557-616398,karnataka,hassan,alur,,kiggatta,kiggatta,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616399,11-29-574-05557-616399,karnataka,hassan,alur,,togaranahalli,togaranahalli,218208,Kanathur,Gram Panchayat,No,NA,NA,Yes
616400,11-29-574-05557-616400,karnataka,hassan,alur,,doddakanagal kanagal,doddakanagal kanagal,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616401,11-29-574-05557-616401,karnataka,hassan,alur,,katihalli,katihalli,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616402,11-29-574-05557-616402,karnataka,hassan,alur,,somapura,somapura,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616403,11-29-574-05557-616403,karnataka,hassan,alur,,basavanapura,basavanapura,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616404,11-29-574-05557-616404,karnataka,hassan,alur,,hosapura,hosapura,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616405,11-29-574-05557-616405,karnataka,hassan,alur,,kirahalli,kirahalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616406,11-29-574-05557-616406,karnataka,hassan,alur,,hunasavalli,hunasavalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616407,11-29-574-05557-616407,karnataka,hassan,alur,,mudigere,mudigere,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616408,11-29-574-05557-616408,karnataka,hassan,alur,,rajanahalli,rajanahalli,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616409,11-29-574-05557-616409,karnataka,hassan,alur,,kavalikere,kavalikere,218203,Dodda Kanagal,Gram Panchayat,No,NA,NA,Yes
616410,11-29-574-05557-616410,karnataka,hassan,alur,,mavanoor,mavanoor,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616411,11-29-574-05557-616411,karnataka,hassan,alur,,yadur,yadur,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616412,11-29-574-05557-616412,karnataka,hassan,alur,,neralakere,neralakere,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616413,11-29-574-05557-616413,karnataka,hassan,alur,,chowlagere,chowlagere,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616414,11-29-574-05557-616414,karnataka,hassan,alur,,byrapura,byrapura,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616415,11-29-574-05557-616415,karnataka,hassan,alur,,byaba,byaba,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616416,11-29-574-05557-616416,karnataka,hassan,alur,,byaba kaval,byaba kaval,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616417,11-29-574-05557-616417,karnataka,hassan,alur,,hosuru,hosuru,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616418,11-29-574-05557-616418,karnataka,hassan,alur,,rayasamudra,rayasamudra,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616419,11-29-574-05557-616419,karnataka,hassan,alur,,channapura,channapura,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616420,11-29-574-05557-616420,karnataka,hassan,alur,,bharathavalli,bharathavalli,218206,Hunasavalli,Gram Panchayat,No,NA,NA,Yes
616421,11-29-574-05557-616421,karnataka,hassan,alur,,kiragadalu,kiragadalu,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616422,11-29-574-05557-616422,karnataka,hassan,alur,,billagaravalli,billagaravalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616423,11-29-574-05557-616423,karnataka,hassan,alur,,kuduravalli,kuduravalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616424,11-29-574-05557-616424,karnataka,hassan,alur,,amalepura,amalepura,218212,Magge,Gram Panchayat,No,NA,NA,Yes
616425,11-29-574-05557-616425,karnataka,hassan,alur,,gangara,gangara,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616426,11-29-574-05557-616426,karnataka,hassan,alur,,moodanahalli,moodanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616427,11-29-574-05557-616427,karnataka,hassan,alur,,aniganahalli,aniganahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616428,11-29-574-05557-616428,karnataka,hassan,alur,,bommachavalli,bommachavalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616429,11-29-574-05557-616429,karnataka,hassan,alur,,manchenahalli,manchenahalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616430,11-29-574-05557-616430,karnataka,hassan,alur,,hanjihalli,hanjihalli,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616431,11-29-574-05557-616431,karnataka,hassan,alur,,hanchur,hanchur,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616432,11-29-574-05557-616432,karnataka,hassan,alur,,chattanahalli,chattanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616433,11-29-574-05557-616433,karnataka,hassan,alur,,maniganahalli,maniganahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616434,11-29-574-05557-616434,karnataka,hassan,alur,,honnenahalli,honnenahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616435,11-29-574-05557-616435,karnataka,hassan,alur,,santhebasavanahalli,santhebasavanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616436,11-29-574-05557-616436,karnataka,hassan,alur,,thippanahalli,thippanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616437,11-29-574-05557-616437,karnataka,hassan,alur,,kundur,kundur,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616438,11-29-574-05557-616438,karnataka,hassan,alur,,devarapura,devarapura,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616439,11-29-574-05557-616439,karnataka,hassan,alur,,channapura,channapura,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616440,11-29-574-05557-616440,karnataka,hassan,alur,,thimmalapura,thimmalapura,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616441,11-29-574-05557-616441,karnataka,hassan,alur,,hanumanahalli,hanumanahalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616442,11-29-574-05557-616442,karnataka,hassan,alur,,sanenahalli,sanenahalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616443,11-29-574-05557-616443,karnataka,hassan,alur,,valagarahalli,valagarahalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616444,11-29-574-05557-616444,karnataka,hassan,alur,,devihalli,devihalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616445,11-29-574-05557-616445,karnataka,hassan,alur,,bhaktharavalli,bhaktharavalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616446,11-29-574-05557-616446,karnataka,hassan,alur,,kithabur,kithabur,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616447,11-29-574-05557-616447,karnataka,hassan,alur,,govindanahalli,govindanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616448,11-29-574-05557-616448,karnataka,hassan,alur,,k hosahalli,k hosahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616449,11-29-574-05557-616449,karnataka,hassan,alur,,hotanahallipura,hotanahallipura,218202,Byarapura,Gram Panchayat,No,NA,NA,Yes
616450,11-29-574-05557-616450,karnataka,hassan,alur,,turuganahalli,turuganahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616451,11-29-574-05557-616451,karnataka,hassan,alur,,pattana,pattana,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616452,11-29-574-05557-616452,karnataka,hassan,alur,,bettadahalli,bettadahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616453,11-29-574-05557-616453,karnataka,hassan,alur,,kabbinahalli,kabbinahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616454,11-29-574-05557-616454,karnataka,hassan,alur,,kadalu,kadalu,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616455,11-29-574-05557-616455,karnataka,hassan,alur,,sathagala,sathagala,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616456,11-29-574-05557-616456,karnataka,hassan,alur,,muthige,muthige,218213,Mallapura,Gram Panchayat,No,NA,NA,Yes
616457,11-29-574-05557-616457,karnataka,hassan,alur,,thimmanahalli,thimmanahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616458,11-29-574-05557-616458,karnataka,hassan,alur,,chakanahalli,chakanahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616459,11-29-574-05557-616459,karnataka,hassan,alur,,karigodanahalli,karigodanahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616460,11-29-574-05557-616460,karnataka,hassan,alur,,hasaganur,hasaganur,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616461,11-29-574-05557-616461,karnataka,hassan,alur,,kariganahalli,kariganahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616462,11-29-574-05557-616462,karnataka,hassan,alur,,kenchanahalli,kenchanahalli,218207,Kadalu,Gram Panchayat,No,NA,NA,Yes
616463,11-29-574-05557-616463,karnataka,hassan,alur,,kadabagala,kadabagala,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616464,11-29-574-05557-616464,karnataka,hassan,alur,,chittanahalli,chittanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616465,11-29-574-05557-616465,karnataka,hassan,alur,,yadavanahalli,yadavanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616466,11-29-574-05557-616466,karnataka,hassan,alur,,merve,merve,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616467,11-29-574-05557-616467,karnataka,hassan,alur,,ramanahalli,ramanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616468,11-29-574-05557-616468,karnataka,hassan,alur,,devarajanahalli,devarajanahalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616469,11-29-574-05557-616469,karnataka,hassan,alur,,cheekanahalli,cheekanahalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616470,11-29-574-05557-616470,karnataka,hassan,alur,,kamenahalli,kamenahalli,218210,Kunduru,Gram Panchayat,No,NA,NA,Yes
616471,11-29-574-05557-616471,karnataka,hassan,alur,,tattekere,tattekere,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616472,11-29-574-05557-616472,karnataka,hassan,alur,,garighatta,garighatta,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616473,11-29-574-05557-616473,karnataka,hassan,alur,,sulagodu,sulagodu,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616474,11-29-574-05557-616474,karnataka,hassan,alur,,mandira,mandira,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616475,11-29-574-05557-616475,karnataka,hassan,alur,,malenahalli kavalu,malenahalli kavalu,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616476,11-29-574-05557-616476,karnataka,hassan,alur,,malenahalli,malenahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616477,11-29-574-05557-616477,karnataka,hassan,alur,,basavanahalli,basavanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616478,11-29-574-05557-616478,karnataka,hassan,alur,,thippanahalli,thippanahalli,218205,Hanchur,Gram Panchayat,No,NA,NA,Yes
616479,11-29-574-05557-616479,karnataka,hassan,alur,,nelligere,nelligere,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616480,11-29-574-05557-616480,karnataka,hassan,alur,,kyathanahalli,kyathanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616481,11-29-574-05557-616481,karnataka,hassan,alur,,samasoge,samasoge,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616482,11-29-574-05557-616482,karnataka,hassan,alur,,lakkondanahalli,lakkondanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616483,11-29-574-05557-616483,karnataka,hassan,alur,,ajjagodanahalli,ajjagodanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616484,11-29-574-05557-616484,karnataka,hassan,alur,,muddanahalli,muddanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616486,11-29-574-05557-616486,karnataka,hassan,alur,,kalasetty beedu,kalasetty beedu,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616488,11-29-574-05557-616488,karnataka,hassan,alur,,ganjigere,ganjigere,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616489,11-29-574-05557-616489,karnataka,hassan,alur,,appagowdanahalli,appagowdanahalli,218204,Ganjigere,Gram Panchayat,No,NA,NA,Yes
616490,11-29-574-05557-616490,karnataka,hassan,alur,,siddapura,siddapura,218208,Kanathur,Gram Panchayat,No,NA,NA,Yes
616493,11-29-574-05558-616493,karnataka,hassan,arkalgud,,madalapura,madalapura,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616494,11-29-574-05558-616494,karnataka,hassan,arkalgud,,koti agrahara,koti agrahara,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616495,11-29-574-05558-616495,karnataka,hassan,arkalgud,,magodu,magodu,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616496,11-29-574-05558-616496,karnataka,hassan,arkalgud,,mallipatna,mallipatna,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616497,11-29-574-05558-616497,karnataka,hassan,arkalgud,,kelagalale,kelagalale,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616498,11-29-574-05558-616498,karnataka,hassan,arkalgud,,boodanur,boodanur,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616499,11-29-574-05558-616499,karnataka,hassan,arkalgud,,hippali,hippali,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616500,11-29-574-05558-616500,karnataka,hassan,arkalgud,,baisoor forest,baisoor forest,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616501,11-29-574-05558-616501,karnataka,hassan,arkalgud,,baisoor,baisoor,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616502,11-29-574-05558-616502,karnataka,hassan,arkalgud,,basavanahalli,basavanahalli,218225,Ganjalagodu,Gram Panchayat,No,NA,NA,Yes
616503,11-29-574-05558-616503,karnataka,hassan,arkalgud,,dadadahalli,dadadahalli,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616504,11-29-574-05558-616504,karnataka,hassan,arkalgud,,shiradanahalli,shiradanahalli,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616505,11-29-574-05558-616505,karnataka,hassan,arkalgud,,manajur,manajur,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616506,11-29-574-05558-616506,karnataka,hassan,arkalgud,,dasanapura,dasanapura,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616507,11-29-574-05558-616507,karnataka,hassan,arkalgud,,kendinne kaval,kendinne kaval,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616508,11-29-574-05558-616508,karnataka,hassan,arkalgud,,hosahalli,hosahalli,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616509,11-29-574-05558-616509,karnataka,hassan,arkalgud,,nelabahalli,nelabahalli,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616510,11-29-574-05558-616510,karnataka,hassan,arkalgud,,majjigepura,majjigepura,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616511,11-29-574-05558-616511,karnataka,hassan,arkalgud,,honganoor,honganoor,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616512,11-29-574-05558-616512,karnataka,hassan,arkalgud,,kamanahalli,kamanahalli,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616513,11-29-574-05558-616513,karnataka,hassan,arkalgud,,konapura,konapura,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616514,11-29-574-05558-616514,karnataka,hassan,arkalgud,,dharmapura,dharmapura,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616515,11-29-574-05558-616515,karnataka,hassan,arkalgud,,shanubhoganahalli,shanubhoganahalli,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616516,11-29-574-05558-616516,karnataka,hassan,arkalgud,,beejaghatta,beejaghatta,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616517,11-29-574-05558-616517,karnataka,hassan,arkalgud,,mudigere,mudigere,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616518,11-29-574-05558-616518,karnataka,hassan,arkalgud,,darikongalale,darikongalale,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616519,11-29-574-05558-616519,karnataka,hassan,arkalgud,,masarangala,masarangala,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616520,11-29-574-05558-616520,karnataka,hassan,arkalgud,,bobbagalale,bobbagalale,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616521,11-29-574-05558-616521,karnataka,hassan,arkalgud,,chowragallu,chowragallu,218237,Mallipatna,Gram Panchayat,No,NA,NA,Yes
616522,11-29-574-05558-616522,karnataka,hassan,arkalgud,,musavathur,musavathur,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616523,11-29-574-05558-616523,karnataka,hassan,arkalgud,,aladahalli,aladahalli,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616524,11-29-574-05558-616524,karnataka,hassan,arkalgud,,mathra,mathra,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616525,11-29-574-05558-616525,karnataka,hassan,arkalgud,,bagadalu,bagadalu,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616526,11-29-574-05558-616526,karnataka,hassan,arkalgud,,magalu,magalu,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616527,11-29-574-05558-616527,karnataka,hassan,arkalgud,,hondaravally,hondaravally,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616528,11-29-574-05558-616528,karnataka,hassan,arkalgud,,holalagodu,holalagodu,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616529,11-29-574-05558-616529,karnataka,hassan,arkalgud,,sompura,sompura,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616530,11-29-574-05558-616530,karnataka,hassan,arkalgud,,ittapatna,ittapatna,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616531,11-29-574-05558-616531,karnataka,hassan,arkalgud,,madanur,madanur,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616532,11-29-574-05558-616532,karnataka,hassan,arkalgud,,hennur kongalale,hennur kongalale,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616533,11-29-574-05558-616533,karnataka,hassan,arkalgud,,maragowdanahalli,maragowdanahalli,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616534,11-29-574-05558-616534,karnataka,hassan,arkalgud,,pemmanahalli,pemmanahalli,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616535,11-29-574-05558-616535,karnataka,hassan,arkalgud,,chikkabemmathi,chikkabemmathi,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616536,11-29-574-05558-616536,karnataka,hassan,arkalgud,,yadiyuru,yadiyuru,218232,Kattepura,Gram Panchayat,No,NA,NA,Yes
616537,11-29-574-05558-616537,karnataka,hassan,arkalgud,,nilakunda,nilakunda,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616538,11-29-574-05558-616538,karnataka,hassan,arkalgud,,singanakuppe,singanakuppe,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616539,11-29-574-05558-616539,karnataka,hassan,arkalgud,,abbur machagowdanahalli,abbur machagowdanahalli,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616540,11-29-574-05558-616540,karnataka,hassan,arkalgud,,kollangi,kollangi,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616541,11-29-574-05558-616541,karnataka,hassan,arkalgud,,kallur,kallur,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616542,11-29-574-05558-616542,karnataka,hassan,arkalgud,,kakodanahalli,kakodanahalli,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616543,11-29-574-05558-616543,karnataka,hassan,arkalgud,,ambigodanahlli,ambigodanahlli,272841,Heggadihalli,Gram Panchayat,No,NA,NA,Yes
616544,11-29-574-05558-616544,karnataka,hassan,arkalgud,,muduganur kaval,muduganur kaval,218230,Hulikallu,Gram Panchayat,No,NA,NA,Yes
616545,11-29-574-05558-616545,karnataka,hassan,arkalgud,,gerukuppe,gerukuppe,218228,Holalagodu,Gram Panchayat,No,NA,NA,Yes
616546,11-29-574-05558-616546,karnataka,hassan,arkalgud,,lingadahalli,lingadahalli,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616547,11-29-574-05558-616547,karnataka,hassan,arkalgud,,dadadahalli,dadadahalli,272838,Aladahalli,Gram Panchayat,No,NA,NA,Yes
616548,11-29-574-05558-616548,karnataka,hassan,arkalgud,,doddabemmathi,doddabemmathi,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616549,11-29-574-05558-616549,karnataka,hassan,arkalgud,,jakkahalli,jakkahalli,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616550,11-29-574-05558-616550,karnataka,hassan,arkalgud,,arasikatte kaval,arasikatte kaval,218222,Dodda Bemmathi,Gram Panchayat,No,NA,NA,Yes
616551,11-29-574-05558-616551,karnataka,hassan,arkalgud,,heggadihalli,heggadihalli,272841,Heggadihalli,Gram Panchayat,No,NA,NA,Yes
616552,11-29-574-05558-616552,karnataka,hassan,arkalgud,,mudaganur,mudaganur,272841,Heggadihalli,Gram Panchayat,No,NA,NA,Yes
616553,11-29-574-05558-616553,karnataka,hassan,arkalgud,,ragibychanahalli,ragibychanahalli,218230,Hulikallu,Gram Panchayat,No,NA,NA,Yes
616554,11-29-574-05558-616554,karnataka,hassan,arkalgud,,jogihosahalli,jogihosahalli,272841,Heggadihalli,Gram Panchayat,No,NA,NA,Yes
616555,11-29-574-05558-616555,karnataka,hassan,arkalgud,,allapatna,allapatna,272841,Heggadihalli,Gram Panchayat,No,NA,NA,Yes
616556,11-29-574-05558-616556,karnataka,hassan,arkalgud,,vijapura forest,vijapura forest,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616557,11-29-574-05558-616557,karnataka,hassan,arkalgud,,vijapura,vijapura,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616558,11-29-574-05558-616558,karnataka,hassan,arkalgud,,mallenahalli,mallenahalli,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616559,11-29-574-05558-616559,karnataka,hassan,arkalgud,,puttana hosahalli,puttana hosahalli,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616560,11-29-574-05558-616560,karnataka,hassan,arkalgud,,chowdenahalli,chowdenahalli,218242,Vaddarahalli,Gram Panchayat,No,NA,NA,Yes
616561,11-29-574-05558-616561,karnataka,hassan,arkalgud,,ulivala,ulivala,218242,Vaddarahalli,Gram Panchayat,No,NA,NA,Yes
616562,11-29-574-05558-616562,karnataka,hassan,arkalgud,,ankanaikanahalli kaval,ankanaikanahalli kaval,218242,Vaddarahalli,Gram Panchayat,No,NA,NA,Yes
616563,11-29-574-05558-616563,karnataka,hassan,arkalgud,,chikkarakalagud,chikkarakalagud,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616564,11-29-574-05558-616564,karnataka,hassan,arkalgud,,adike bommanahalli,adike bommanahalli,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616565,11-29-574-05558-616565,karnataka,hassan,arkalgud,,aremadanahalli,aremadanahalli,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616566,11-29-574-05558-616566,karnataka,hassan,arkalgud,,thattekere,thattekere,218243,Vijapura Forest,Gram Panchayat,No,NA,NA,Yes
616567,11-29-574-05558-616567,karnataka,hassan,arkalgud,,harohalli,harohalli,218233,Katti Mallenahalli,Gram Panchayat,No,NA,NA,Yes
616568,11-29-574-05558-616568,karnataka,hassan,arkalgud,,mundagodu,mundagodu,218233,Katti Mallenahalli,Gram Panchayat,No,NA,NA,Yes
616569,11-29-574-05558-616569,karnataka,hassan,arkalgud,,madapura,madapura,218233,Katti Mallenahalli,Gram Panchayat,No,NA,NA,Yes
616570,11-29-574-05558-616570,karnataka,hassan,arkalgud,,siddapura,siddapura,218230,Hulikallu,Gram Panchayat,No,NA,NA,Yes
